employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
269730,Divij Vala,Finance,Auditor,Compliance; Excel; Forensic Accounting,Financial Analysis; Internal Auditing; Risk Assessment,6,3,3,50.0,50.0
270267,Badal Gaba,IT,Software Engineer,Ci/Cd; Data Structures; Git; Java; Kubernetes,Docker; Python,7,5,2,28.57,71.43
270481,Rasha Bose,Marketing,Marketing Executive,Digital Marketing; Seo,Campaign Management; Content Marketing; Google Analytics,5,2,3,60.0,40.0
271037,Lakshit Sabharwal,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; Seo,User Research,5,4,1,20.0,80.0
271054,Divij Rao,Marketing,SEO Specialist,Backlink Strategy; Html / Css Basics; On-Page Seo,Content Optimization; Google Analytics,5,3,2,40.0,60.0
271056,Yuvaan Rajagopalan,Sales,Account Manager,Client Retention; Contract Negotiation; Upselling,Account Planning; Crm (Salesforce),5,3,2,40.0,60.0
271309,Diya Gopal,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies,Investigation; Mediation,5,3,2,40.0,60.0
271632,Samaira Kashyap,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Negotiation,Crm; Lead Generation,6,4,2,33.33,66.67
271641,Riya Chandran,Sales,Business Development,Market Research; Partnership Development; Strategic Pitching,Crm; Pipeline Management,5,3,2,40.0,60.0
271872,Samar Arya,Sales,Sales Executive,B2B Sales; Contract Closing; Lead Generation; Negotiation,Communication; Crm,6,4,2,33.33,66.67
271877,Ishita Tiwari,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
271893,Shray Sunder,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce); Upselling,Client Retention,5,4,1,20.0,80.0
272238,Saksham Bal,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation,Interviewing; Technical Sourcing,5,3,2,40.0,60.0
272269,Yakshit Bhardwaj,HR,Employee Relations,Employment Law; Hr Policies; Mediation,Conflict Resolution; Investigation,5,3,2,40.0,60.0
272304,Reyansh Karpe,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
272738,Uthkarsh Agate,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
273080,Mohanlal Sundaram,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics,Google Analytics; On-Page Seo,5,3,2,40.0,60.0
273190,Vanya Varughese,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies,Investigation; Mediation,5,3,2,40.0,60.0
273286,Emir Amble,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
273389,Jayant Kaul,Sales,Business Development,Market Research; Pipeline Management; Strategic Pitching,Crm; Partnership Development,5,3,2,40.0,60.0
273417,Manikya Sekhon,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Technical Sourcing,Salary Negotiation,5,4,1,20.0,80.0
273429,Shaan Wadhwa,Marketing,Content Strategist,Content Auditing; Copywriting; User Research,Information Architecture; Seo,5,3,2,40.0,60.0
273465,Amira Karnik,IT,Data Analyst,Excel; Power Bi; Sql; Statistical Analysis; Tableau,Python,6,5,1,16.67,83.33
273890,Umang Swaminathan,Finance,Financial Analyst,Financial Modeling; Forecasting; Sql; Valuation,Excel; Power Bi,6,4,2,33.33,66.67
274173,Eva Mahajan,Marketing,Content Strategist,Copywriting; Information Architecture; User Research,Content Auditing; Seo,5,3,2,40.0,60.0
274246,Anaya Rana,HR,Recruitment Specialist,Ats; Salary Negotiation,Employer Branding; Interviewing; Technical Sourcing,5,2,3,60.0,40.0
274295,Chirag Jhaveri,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Python; Siem,Penetration Testing,6,5,1,16.67,83.33
275124,Mohanlal Ravel,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
275185,Ishita Sunder,Marketing,SEO Specialist,Content Optimization; Google Analytics; On-Page Seo,Backlink Strategy; Html / Css Basics,5,3,2,40.0,60.0
275234,Neelofar Savant,IT,Data Analyst,Excel; Power Bi; Python; Tableau,Sql; Statistical Analysis,6,4,2,33.33,66.67
275281,Mannat Dugar,HR,HR Manager,Employee Relations; Hris; Labor Law; Talent Acquisition,Leadership; Performance Management,6,4,2,33.33,66.67
275284,Krish Subramanian,Finance,Financial Analyst,Forecasting; Power Bi; Sql; Valuation,Excel; Financial Modeling,6,4,2,33.33,66.67
275335,Anahi Suri,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
275377,Miraan Sarin,Finance,Financial Analyst,Excel; Forecasting; Sql; Valuation,Financial Modeling; Power Bi,6,4,2,33.33,66.67
275463,Kiara Bajaj,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
275552,Trisha Bir,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
275762,Gokul Jhaveri,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks; Tax Compliance,Auditing,6,5,1,16.67,83.33
275810,Zeeshan Vohra,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
276037,Nehmat Sarraf,IT,Cybersecurity Specialist,Incident Response; Network Security; Siem,Cryptography; Penetration Testing; Python,6,3,3,50.0,50.0
276251,Samiha Sule,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
276271,Jivin Lala,Finance,Accountant,Auditing; Erp Systems; Financial Accounting; Quickbooks,Excel; Tax Compliance,6,4,2,33.33,66.67
276470,Tushar Kakar,Finance,Financial Analyst,Excel; Power Bi; Sql; Valuation,Financial Modeling; Forecasting,6,4,2,33.33,66.67
276598,Pari Batta,IT,Cybersecurity Specialist,Cryptography; Penetration Testing; Python; Siem,Incident Response; Network Security,6,4,2,33.33,66.67
276713,Anika Dara,IT,Software Engineer,Data Structures; Docker; Java; Python,Ci/Cd; Git; Kubernetes,7,4,3,42.86,57.14
276737,Baiju Sethi,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Valuation,Sql,6,5,1,16.67,83.33
276778,Yasmin Zachariah,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Negotiation,Communication; Lead Generation,6,4,2,33.33,66.67
277131,Zain Viswanathan,Sales,Sales Executive,B2B Sales; Communication; Lead Generation; Negotiation,Contract Closing; Crm,6,4,2,33.33,66.67
277155,Alisha Tella,IT,Data Analyst,Excel; Power Bi; Python; Sql; Statistical Analysis,Tableau,6,5,1,16.67,83.33
277640,Trisha Tandon,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
277652,Dishani Maharaj,Sales,Account Manager,Account Planning; Crm (Salesforce); Upselling,Client Retention; Contract Negotiation,5,3,2,40.0,60.0
277702,Vanya Baria,Sales,Sales Executive,Contract Closing; Lead Generation; Negotiation,B2B Sales; Communication; Crm,6,3,3,50.0,50.0
277711,Seher Uppal,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
277979,Ryan Dara,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics,Campaign Management; Seo,5,3,2,40.0,60.0
278127,Mannat Rama,Finance,Auditor,Compliance; Excel; Internal Auditing; Risk Assessment,Financial Analysis; Forensic Accounting,6,4,2,33.33,66.67
278306,Nakul Rout,Finance,Accountant,Excel; Financial Accounting; Quickbooks; Tax Compliance,Auditing; Erp Systems,6,4,2,33.33,66.67
278563,Heer Atwal,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation,Ats; Technical Sourcing,5,3,2,40.0,60.0
278587,Mannat Mand,IT,Software Engineer,Data Structures; Docker; Git; Kubernetes; Python,Ci/Cd; Java,7,5,2,28.57,71.43
278760,Samarth Bhandari,HR,HR Manager,Hris; Labor Law; Leadership; Performance Management; Talent Acquisition,Employee Relations,6,5,1,16.67,83.33
279158,Advika Mani,HR,Recruitment Specialist,Employer Branding; Interviewing; Technical Sourcing,Ats; Salary Negotiation,5,3,2,40.0,60.0
279221,Raunak Bakshi,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
279724,Suhana Verma,Finance,Auditor,Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Compliance; Financial Analysis,6,4,2,33.33,66.67
279951,Diya Kalla,Finance,Financial Analyst,Financial Modeling; Forecasting; Power Bi; Sql; Valuation,Excel,6,5,1,16.67,83.33
280261,Vaibhav Wadhwa,Marketing,Content Strategist,Content Auditing; Copywriting; Seo; User Research,Information Architecture,5,4,1,20.0,80.0
280372,Arhaan Yadav,HR,Recruitment Specialist,Ats; Employer Branding; Salary Negotiation; Technical Sourcing,Interviewing,5,4,1,20.0,80.0
280419,Sana Divan,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing; Risk Assessment,Excel,6,5,1,16.67,83.33
280912,Mahika Soman,HR,Recruitment Specialist,Employer Branding; Interviewing; Technical Sourcing,Ats; Salary Negotiation,5,3,2,40.0,60.0
280988,Akarsh Khurana,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Java; Kubernetes; Python,Git,7,6,1,14.29,85.71
281004,Saira Krishna,IT,Software Engineer,Ci/Cd; Git; Kubernetes; Python,Data Structures; Docker; Java,7,4,3,42.86,57.14
281299,Kiara Jayaraman,IT,Software Engineer,Ci/Cd; Docker; Java; Python,Data Structures; Git; Kubernetes,7,4,3,42.86,57.14
281482,Bhamini Bose,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
281726,Uthkarsh Kakar,Finance,Financial Analyst,Excel; Financial Modeling; Valuation,Forecasting; Power Bi; Sql,6,3,3,50.0,50.0
281822,Sumer Dyal,Finance,Accountant,Erp Systems; Financial Accounting; Tax Compliance,Auditing; Excel; Quickbooks,6,3,3,50.0,50.0
281956,Mahika Kade,HR,Employee Relations,Conflict Resolution; Hr Policies; Investigation; Mediation,Employment Law,5,4,1,20.0,80.0
281969,Divit Sodhi,IT,Software Engineer,Ci/Cd; Java; Kubernetes; Python,Data Structures; Docker; Git,7,4,3,42.86,57.14
281981,Abram Das,Finance,Accountant,Auditing; Erp Systems; Quickbooks,Excel; Financial Accounting; Tax Compliance,6,3,3,50.0,50.0
282132,Himmat Bhatnagar,HR,Recruitment Specialist,Employer Branding; Salary Negotiation; Technical Sourcing,Ats; Interviewing,5,3,2,40.0,60.0
282449,Indrans Shroff,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce),Account Planning; Upselling,5,3,2,40.0,60.0
282785,Tushar Virk,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Lead Generation,Negotiation,6,5,1,16.67,83.33
283018,Hunar Sura,IT,Software Engineer,Ci/Cd; Data Structures; Git; Java; Kubernetes,Docker; Python,7,5,2,28.57,71.43
283075,Suhana Mammen,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Google Analytics,Seo,5,4,1,20.0,80.0
283077,Alisha Varghese,Sales,Sales Executive,Communication; Contract Closing; Lead Generation,B2B Sales; Crm; Negotiation,6,3,3,50.0,50.0
283137,Anay Gara,Sales,Business Development,Market Research; Partnership Development; Pipeline Management,Crm; Strategic Pitching,5,3,2,40.0,60.0
283201,Ojas Mahal,IT,Cybersecurity Specialist,Incident Response; Network Security; Python,Cryptography; Penetration Testing; Siem,6,3,3,50.0,50.0
283291,Alia Sawhney,IT,Data Analyst,Excel; Python; Sql; Statistical Analysis; Tableau,Power Bi,6,5,1,16.67,83.33
283315,Hridaan Sangha,Sales,Sales Executive,Communication; Contract Closing; Lead Generation; Negotiation,B2B Sales; Crm,6,4,2,33.33,66.67
283446,Umang Ramaswamy,Marketing,SEO Specialist,Backlink Strategy; Html / Css Basics; On-Page Seo,Content Optimization; Google Analytics,5,3,2,40.0,60.0
283744,Tiya Butala,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
284205,Bhamini Madan,Finance,Accountant,Auditing; Excel; Tax Compliance,Erp Systems; Financial Accounting; Quickbooks,6,3,3,50.0,50.0
284767,Sahil Warrior,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
285059,Jayant Bora,Finance,Financial Analyst,Excel; Sql; Valuation,Financial Modeling; Forecasting; Power Bi,6,3,3,50.0,50.0
285256,Raghav Venkataraman,Marketing,Marketing Executive,Campaign Management; Content Marketing; Google Analytics; Seo,Digital Marketing,5,4,1,20.0,80.0
285447,Mamooty Kannan,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
285608,Ryan Tandon,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture,Seo; User Research,5,3,2,40.0,60.0
285614,Anay Chokshi,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Google Analytics,Seo,5,4,1,20.0,80.0
285619,Azad Wason,IT,Cybersecurity Specialist,Cryptography; Network Security; Penetration Testing; Python; Siem,Incident Response,6,5,1,16.67,83.33
285907,Jivin Kashyap,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Investigation,Mediation,5,4,1,20.0,80.0
286027,Bhamini Bhat,Sales,Business Development,Crm; Market Research; Partnership Development; Pipeline Management,Strategic Pitching,5,4,1,20.0,80.0
286143,Pihu Korpal,Sales,Sales Executive,Communication; Contract Closing; Crm; Lead Generation; Negotiation,B2B Sales,6,5,1,16.67,83.33
286418,Jayant Kara,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Technical Sourcing,Salary Negotiation,5,4,1,20.0,80.0
286442,Tanya Sharma,HR,HR Manager,Employee Relations; Labor Law; Leadership; Talent Acquisition,Hris; Performance Management,6,4,2,33.33,66.67
286475,Adah Khalsa,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; On-Page Seo,Content Optimization; Html / Css Basics,5,3,2,40.0,60.0
286756,Ryan Sethi,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Seo,Campaign Management; Google Analytics,5,3,2,40.0,60.0
286824,Riya Madan,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql,Forecasting; Valuation,6,4,2,33.33,66.67
286853,Chirag Shenoy,Marketing,Content Strategist,Copywriting; Seo; User Research,Content Auditing; Information Architecture,5,3,2,40.0,60.0
287020,Pranay Chad,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation; Technical Sourcing,Employer Branding,5,4,1,20.0,80.0
287528,Abram Yohannan,Sales,Business Development,Market Research; Partnership Development; Pipeline Management; Strategic Pitching,Crm,5,4,1,20.0,80.0
287695,Samarth Kata,IT,Software Engineer,Data Structures; Docker; Git; Java; Kubernetes,Ci/Cd; Python,7,5,2,28.57,71.43
288123,Saanvi Sarkar,Finance,Accountant,Erp Systems; Financial Accounting; Quickbooks,Auditing; Excel; Tax Compliance,6,3,3,50.0,50.0
288216,Ela Agrawal,Sales,Account Manager,Account Planning; Contract Negotiation; Upselling,Client Retention; Crm (Salesforce),5,3,2,40.0,60.0
288469,Madhav Randhawa,IT,Data Analyst,Excel; Power Bi; Sql; Statistical Analysis,Python; Tableau,6,4,2,33.33,66.67
288553,Fateh Yadav,Finance,Accountant,Auditing; Erp Systems; Financial Accounting; Quickbooks; Tax Compliance,Excel,6,5,1,16.67,83.33
288594,Manikya Sura,Finance,Financial Analyst,Forecasting; Power Bi; Sql; Valuation,Excel; Financial Modeling,6,4,2,33.33,66.67
288665,Baiju Jha,Finance,Accountant,Auditing; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems; Excel,6,4,2,33.33,66.67
288679,Siya Devi,Marketing,Marketing Executive,Campaign Management; Content Marketing; Google Analytics; Seo,Digital Marketing,5,4,1,20.0,80.0
288779,Umang Dugal,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing,Python; Siem,6,4,2,33.33,66.67
289083,Nitara Rajagopalan,HR,HR Manager,Employee Relations; Hris; Leadership; Talent Acquisition,Labor Law; Performance Management,6,4,2,33.33,66.67
289526,Vidur Kashyap,Marketing,Content Strategist,Content Auditing; Copywriting; Seo,Information Architecture; User Research,5,3,2,40.0,60.0
289677,Tejas D’Alia,IT,Software Engineer,Ci/Cd; Data Structures; Git; Java; Python,Docker; Kubernetes,7,5,2,28.57,71.43
289687,Divit Ravel,Finance,Auditor,Compliance; Excel; Financial Analysis; Risk Assessment,Forensic Accounting; Internal Auditing,6,4,2,33.33,66.67
289795,Kartik Jaggi,Marketing,Content Strategist,Copywriting; Information Architecture; User Research,Content Auditing; Seo,5,3,2,40.0,60.0
289849,Ojas Shah,HR,HR Manager,Hris; Labor Law; Leadership; Performance Management; Talent Acquisition,Employee Relations,6,5,1,16.67,83.33
290108,Heer Saxena,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Python,Kubernetes,7,6,1,14.29,85.71
290472,Prisha Sandhu,Sales,Account Manager,Client Retention; Contract Negotiation,Account Planning; Crm (Salesforce); Upselling,5,2,3,60.0,40.0
290559,Ela Kamdar,Sales,Business Development,Crm; Partnership Development,Market Research; Pipeline Management; Strategic Pitching,5,2,3,60.0,40.0
290729,Sana Cherian,Marketing,Content Strategist,Content Auditing; Copywriting; User Research,Information Architecture; Seo,5,3,2,40.0,60.0
290890,Aniruddh Desai,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Mediation,Investigation,5,4,1,20.0,80.0
291107,Pihu Sheth,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
291280,Ivana Bhat,Sales,Business Development,Crm; Market Research; Strategic Pitching,Partnership Development; Pipeline Management,5,3,2,40.0,60.0
291381,Tarini Karpe,IT,Data Analyst,Excel; Power Bi; Python; Tableau,Sql; Statistical Analysis,6,4,2,33.33,66.67
291591,Hiran Chaudhari,IT,Cybersecurity Specialist,Network Security; Penetration Testing; Python; Siem,Cryptography; Incident Response,6,4,2,33.33,66.67
291654,Nehmat Bhattacharyya,Marketing,Content Strategist,Content Auditing; Information Architecture; User Research,Copywriting; Seo,5,3,2,40.0,60.0
291860,Faiyaz Talwar,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
